burst_id,split,cat_id,direction,y,x_score,x_pred,x_nframes,x_prey_count,s_score,s_pred,s_nframes,s_prey_count
20260516_024006_gen2,train,benis,entering,0,0.1457,0,9,1,0.1454,0,5,1
20260517_010914_gen1,train,benis,entering,0,0.2244,0,8,1,0.2204,0,6,1
20260520_034353_gen1,train,,exiting,0,0.0602,0,8,0,0.0599,0,5,0
20260520_050651_gen1,train,mazge,entering,0,0.0662,0,7,0,0.0803,0,6,0
20260520_075249_gen1,train,benis,entering,0,0.0504,0,10,0,0.0532,0,9,0
20260520_080435_gen2,train,,exiting,0,0.031,0,2,0,0.041,0,2,0
20260520_150620_gen1,train,,exiting,0,0.0504,0,4,0,0.2108,0,5,2
20260520_150909_gen2,val,mazge,entering,0,0.0443,0,10,0,0.037,0,10,0
20260520_151012_gen3,train,mazge,entering,0,0.0854,0,8,0,0.0639,0,7,0
20260520_155116_gen1,train,benis,entering,0,0.0515,0,9,0,0.048,0,9,0
20260520_173228_gen2,train,,exiting,0,0.0886,0,4,0,0.0763,0,3,0
20260520_183212_gen4,train,mazge,entering,0,0.0134,0,2,0,0.0415,0,3,0
20260520_190956_gen5,test,,exiting,0,0.015,0,3,0,0.0148,0,3,0
20260520_193042_gen6,train,mazge,entering,0,0.0115,0,2,0,0.0019,0,1,0
20260520_203641_gen2,train,mazge,entering,0,0.0402,0,6,0,0.0234,0,2,0
20260520_212620_gen10,train,unknown,entering,0,0.0104,0,3,0,0.0073,0,1,0
20260520_221137_gen11,train,,exiting,0,0.033,0,9,0,0.025,0,6,0
20260520_234010_gen1,train,mazge,entering,0,0.0393,0,5,0,0.0488,0,5,0
20260521_013251_gen4,train,benis,entering,1,0.7703,1,6,5,0.1999,0,1,0
20260521_030427_gen1,train,,exiting,0,0.0373,0,7,0,0.0186,0,6,0
20260521_045816_gen1,train,unknown,entering,0,0.0444,0,4,0,0.0275,0,3,0
20260521_064310_gen2,train,,exiting,0,0.1381,0,5,0,0.0483,0,3,0
20260521_064605_gen3,train,mazge,entering,0,0.0744,0,6,0,0.039,0,4,0
20260521_064752_gen4,train,mazge,entering,0,0.0422,0,6,0,0.0532,0,5,0
20260521_065651_gen5,train,,exiting,0,0.0504,0,2,0,0.038,0,2,0
20260521_073850_gen1,train,,exiting,0,0.0779,0,2,0,0.0861,0,2,0
20260521_080701_gen2,train,mazge,entering,0,0.0398,0,6,0,0.026,0,4,0
20260521_114251_gen3,train,benis,entering,0,0.0361,0,7,0,0.0215,0,7,0
20260521_131007_gen1,train,,exiting,0,0.0342,0,2,0,0.0247,0,2,0
20260521_150744_gen1,train,,exiting,0,0.0293,0,7,0,0.0356,0,7,0
20260521_154756_gen2,train,mazge,entering,0,0.0582,0,9,0,0.1054,0,8,0
20260521_163253_gen3,val,mazge,entering,0,0.063,0,9,0,0.0591,0,8,0
20260521_174137_gen4,val,,exiting,0,0.0095,0,1,0,0.011,0,1,0
20260522_073908_gen4,train,,entering,0,0.0506,0,10,0,0.0424,0,9,0
20260523_003056_gen1,train,,entering,1,0.754,1,10,10,0.7609,1,9,9
20260523_003308_gen2,test,,entering,1,0.6715,1,7,7,0.67,1,5,5
20260523_030714_gen1,val,,entering,1,0.745,1,9,9,0.7113,1,6,6
20260524_025220_gen1,val,,entering,1,0.7622,1,8,8,0.7699,1,5,5
20260527_010505_gen1,train,,entering,0,0.0151,0,5,0,0.005,0,2,0
20260527_202311_gen2,train,,entering,0,0.0758,0,6,0,0.0254,0,2,0
20260527_204728_gen3,train,,exiting,0,0.0658,0,6,0,0.0656,0,2,0
20260527_214422_gen4,val,,entering,0,0.072,0,4,0,0.0008,0,1,0
20260527_214530_gen5,test,,entering,0,0.0035,0,3,0,0.0144,0,1,0
20260527_214847_gen8,train,,entering,0,0.0462,0,8,0,0.0355,0,8,0
20260527_215602_gen9,train,,entering,0,0.1019,0,5,0,0.0609,0,2,0
20260527_230835_gen1,train,,entering,0,0.1449,0,6,0,0.174,0,6,1
20260527_231152_gen2,train,,exiting,0,0.0618,0,9,0,0.0295,0,3,0
20260528_004003_gen1,train,,entering,1,0.7736,1,10,10,0.775,1,9,9
20260528_022229_gen1,train,,entering,0,0.1725,0,7,1,0.026,0,2,0
20260528_024934_gen1,train,,entering,0,0.0456,0,7,0,0.0153,0,3,0
20260528_032157_gen2,train,,entering,0,0.4125,1,9,3,0.3045,1,6,2
20260528_033102_gen3,train,,exiting,0,0.0435,0,6,0,0.0313,0,5,0
20260528_064508_gen5,train,,entering,0,0.0371,0,6,0,0.0461,0,5,0
20260528_074604_gen1,val,,entering,0,0.0694,0,7,0,0.045,0,6,0
20260528_090623_gen1,train,,exiting,0,0.048,0,8,0,0.0321,0,4,0
20260528_203145_gen1,train,,entering,0,0.0715,0,2,0,0.049,0,1,0
20260528_203700_gen2,train,,exiting,0,0.0387,0,1,0,0.0182,0,1,0
20260528_210553_gen3,val,,entering,0,0.0622,0,6,0,0.071,0,6,0
20260528_230028_gen6,train,,exiting,0,0.0435,0,5,0,0.0366,0,4,0
20260529_032723_gen3,train,,entering,0,0.4548,1,8,3,0.3334,1,6,2
20260529_034247_gen5,train,,entering,0,0.2198,0,7,1,0.0119,0,2,0
20260529_042114_gen6,train,,entering,1,0.6351,1,6,6,0.6443,1,1,1
20260529_042405_gen1,train,,exiting,0,0.0536,0,1,0,0.1013,0,1,0
20260529_042756_gen2,test,,entering,0,0.1622,0,9,0,0.2437,0,7,2
20260529_043644_gen3,train,,exiting,0,0.072,0,1,0,0.0727,0,2,0
20260529_070014_gen1,train,,entering,0,0.023,0,2,0,0.0384,0,3,0
20260529_073151_gen3,train,,entering,0,0.0619,0,5,0,0.0569,0,6,0
20260529_081047_gen5,train,,entering,0,0.0586,0,9,0,0.0766,0,4,0
20260529_152319_gen1,train,,entering,0,0.0349,0,6,0,0.0307,0,7,0
20260529_233328_gen2,train,,entering,0,0.2083,0,5,1,0.007,0,1,0
20260530_031421_gen2,train,,entering,1,0.7764,1,10,9,0.781,1,8,8
20260530_060351_gen1,val,,entering,0,0.0883,0,8,0,0.0927,0,7,0
20260530_074803_gen2,train,,entering,0,0.0529,0,7,0,0.064,0,6,0
20260530_213333_gen1,test,,entering,0,0.0335,0,7,0,0.0313,0,4,0
20260530_235959_gen1,train,,entering,0,0.0379,0,8,0,0.0389,0,5,0
